"","year","term"
"13510",1999,"rock"
"13524",2006,"rock"
"13563",1994,"jazz"
"13588",1994,"rock"
"13590",1994,"pop"
"13605",1994,"jazz"
"13630",1994,"rock"
"13632",1994,"pop"
"13647",1994,"jazz"
"13672",1994,"rock"
"13674",1994,"pop"
"13685",2006,"rock"
"13689",2006,"jazz"
"13706",1973,"indie"
"13716",1973,"jazz"
"13734",1973,"rock"
"13745",1973,"indie"
"13755",1973,"jazz"
"13773",1973,"rock"
"13782",2005,"pop"
"13786",2005,"hip hop"
"13787",2005,"rock"
"13795",2005,"pop"
"13799",2005,"hip hop"
"13800",2005,"rock"
"13808",2002,"pop"
"13812",2002,"hip hop"
"13813",2002,"rock"
"13821",2002,"pop"
"13825",2002,"hip hop"
"13826",2002,"rock"
"13833",2000,"pop"
"13842",2000,"rock"
"13852",2004,"pop"
"13861",2004,"rock"
"13871",2004,"pop"
"13880",2004,"rock"
"13920",2006,"rock"
"13940",1990,"jazz"
"13946",1990,"rock"
"13971",1990,"jazz"
"13977",1990,"rock"
"14002",1990,"jazz"
"14008",1990,"rock"
"14033",1990,"jazz"
"14039",1990,"rock"
"14072",1998,"pop"
"14077",1998,"rock"
"14082",1998,"jazz"
"14092",2005,"rock"
"14099",2005,"hip hop"
"14100",2005,"indie"
"14103",2005,"jazz"
"14133",2002,"jazz"
"14171",2004,"rock"
"14178",2004,"pop"
"14197",2004,"jazz"
"14204",2004,"indie"
"14212",1992,"rock"
"14219",1992,"pop"
"14238",1992,"jazz"
"14245",1992,"indie"
"14253",1994,"rock"
"14260",1994,"pop"
"14279",1994,"jazz"
"14286",1994,"indie"
"14296",2004,"hip hop"
"14297",2004,"rock"
"14314",2004,"pop"
"14333",1977,"rock"
"14342",1977,"indie"
"14361",1996,"rock"
"14370",1996,"indie"
"14389",1976,"rock"
"14398",1976,"indie"
"14416",2008,"hip hop"
"14423",2008,"jazz"
"14425",2008,"rock"
"14437",2008,"pop"
"14440",2008,"indie"
"14465",1985,"hip hop"
"14472",1985,"jazz"
"14474",1985,"rock"
"14486",1985,"pop"
"14489",1985,"indie"
"14514",1986,"hip hop"
"14521",1986,"jazz"
"14523",1986,"rock"
"14535",1986,"pop"
"14538",1986,"indie"
"14563",1999,"hip hop"
"14570",1999,"jazz"
"14572",1999,"rock"
"14584",1999,"pop"
"14587",1999,"indie"
"14610",2003,"indie"
"14614",2003,"rock"
"14623",2003,"indie"
"14627",2003,"rock"
"14640",2005,"jazz"
"14650",2005,"rock"
"14656",2005,"indie"
"14669",2005,"pop"
"14687",1986,"jazz"
"14697",1986,"rock"
"14703",1986,"indie"
"14716",1986,"pop"
"14734",2005,"jazz"
"14744",2005,"rock"
"14750",2005,"indie"
"14763",2005,"pop"
"14781",2007,"jazz"
"14791",2007,"rock"
"14797",2007,"indie"
"14810",2007,"pop"
"14828",1989,"rock"
"14833",1989,"indie"
"14873",2001,"rock"
"14883",2001,"jazz"
"14885",2001,"pop"
"14888",2001,"indie"
"14912",1995,"rock"
"14922",1995,"jazz"
"14924",1995,"pop"
"14927",1995,"indie"
"14944",2009,"hip hop"
"14954",2006,"hip hop"
"14986",1959,"hip hop"
"14987",1959,"rock"
"14991",1959,"pop"
"14993",1959,"indie"
"15001",1959,"jazz"
"15007",2007,"hip hop"
"15015",2007,"rock"
"15022",2007,"jazz"
"15035",2007,"pop"
"15042",1996,"hip hop"
"15050",1996,"rock"
"15057",1996,"jazz"
"15070",1996,"pop"
"15087",1961,"jazz"
"15109",1961,"jazz"
"15129",2000,"pop"
"15134",2000,"hip hop"
"15145",2000,"rock"
"15166",1998,"pop"
"15171",1998,"hip hop"
"15182",1998,"rock"
"15190",1994,"rock"
"15201",1994,"pop"
"15208",1994,"hip hop"
"15222",1994,"indie"
"15224",1967,"rock"
"15235",1967,"pop"
"15242",1967,"hip hop"
"15256",1967,"indie"
"15261",2006,"pop"
"15269",2006,"hip hop"
"15322",2004,"hip hop"
"15328",2004,"rock"
"15329",2004,"pop"
"15336",2003,"hip hop"
"15342",2003,"rock"
"15343",2003,"pop"
"15350",2003,"hip hop"
"15356",2003,"rock"
"15357",2003,"pop"
"15363",2008,"pop"
"15379",2008,"rock"
"15381",2008,"indie"
"15397",1997,"pop"
"15413",1997,"rock"
"15415",1997,"indie"
"15436",2003,"jazz"
"15453",2003,"pop"
"15467",2000,"jazz"
"15484",2000,"pop"
"15496",2006,"rock"
"15506",2006,"indie"
"15522",2006,"jazz"
"15525",2006,"pop"
"15544",1999,"rock"
"15545",1999,"pop"
"15556",2009,"rock"
"15557",2009,"pop"
"15568",2000,"rock"
"15569",2000,"pop"
"15580",2000,"rock"
"15581",2000,"pop"
"15586",1992,"indie"
"15594",1992,"pop"
"15620",1992,"rock"
"15623",1992,"jazz"
"15624",1992,"hip hop"
"15632",1994,"indie"
"15640",1994,"pop"
"15666",1994,"rock"
"15669",1994,"jazz"
"15670",1994,"hip hop"
"15680",2006,"indie"
"15690",2006,"hip hop"
"15698",2006,"pop"
"15706",2006,"rock"
"15714",2008,"indie"
"15724",2008,"hip hop"
"15732",2008,"pop"
"15740",2008,"rock"
"15748",2008,"indie"
"15758",2008,"hip hop"
"15766",2008,"pop"
"15774",2008,"rock"
"15819",2003,"rock"
"15827",2003,"pop"
"15841",2003,"jazz"
"15844",2003,"hip hop"
"15848",1996,"rock"
"15856",1996,"pop"
"15870",1996,"jazz"
"15873",1996,"hip hop"
"15877",1998,"rock"
"15885",1998,"pop"
"15899",1998,"jazz"
"15902",1998,"hip hop"
"15906",1998,"rock"
"15914",1998,"pop"
"15928",1998,"jazz"
"15931",1998,"hip hop"
"15935",1994,"rock"
"15943",1994,"pop"
"15957",1994,"jazz"
"15960",1994,"hip hop"
"15961",1999,"hip hop"
"15975",1999,"pop"
"15978",1999,"jazz"
"16004",1999,"rock"
"16021",2009,"rock"
"16036",2009,"indie"
"16042",2002,"indie"
"16059",2002,"rock"
"16081",2002,"hip hop"
"16085",2002,"indie"
"16102",2002,"rock"
"16124",2002,"hip hop"
"16151",2005,"rock"
"16155",2005,"indie"
"16168",2006,"rock"
"16179",2006,"indie"
"16193",2005,"jazz"
"16194",2005,"indie"
"16211",2005,"pop"
"16222",1988,"rock"
"16227",1988,"hip hop"
"16252",1988,"indie"
"16265",1988,"rock"
"16270",1988,"hip hop"
"16295",1988,"indie"
"16309",2005,"pop"
"16310",2005,"rock"
"16329",2005,"jazz"
"16340",2005,"indie"
"16349",2005,"hip hop"
"16357",1985,"pop"
"16358",1985,"rock"
"16377",1985,"jazz"
"16388",1985,"indie"
"16397",1985,"hip hop"
"16423",2003,"rock"
"16424",2003,"indie"
"16447",2006,"rock"
"16448",2006,"indie"
"16455",1997,"pop"
"16471",1997,"rock"
"16478",1997,"jazz"
"16487",1992,"pop"
"16503",1992,"rock"
"16510",1992,"jazz"
"16519",1997,"pop"
"16535",1997,"rock"
"16542",1997,"jazz"
"16549",1989,"rock"
"16550",1989,"jazz"
"16560",1989,"indie"
"16566",1989,"pop"
"16592",1969,"rock"
"16593",1969,"jazz"
"16603",1969,"indie"
"16609",1969,"pop"
"16635",1969,"rock"
"16636",1969,"jazz"
"16646",1969,"indie"
"16652",1969,"pop"
"16678",1969,"rock"
"16679",1969,"jazz"
"16689",1969,"indie"
"16695",1969,"pop"
"16721",1969,"rock"
"16722",1969,"jazz"
"16732",1969,"indie"
"16738",1969,"pop"
"16764",1968,"rock"
"16765",1968,"jazz"
"16775",1968,"indie"
"16781",1968,"pop"
"16807",2004,"rock"
"16808",2004,"jazz"
"16818",2004,"indie"
"16824",2004,"pop"
"16849",1991,"pop"
"16850",1991,"rock"
"16855",1991,"indie"
"16893",1999,"indie"
"16906",1999,"hip hop"
"16927",1999,"rock"
"16941",2000,"indie"
"16954",2000,"hip hop"
"16975",2000,"rock"
"16989",1997,"indie"
"17002",1997,"hip hop"
"17023",1997,"rock"
"17038",1959,"jazz"
"17056",1959,"rock"
"17072",1991,"jazz"
"17090",1991,"rock"
"17106",2000,"jazz"
"17124",2000,"rock"
"17153",2008,"indie"
"17159",2008,"hip hop"
"17167",2008,"rock"
"17168",2008,"pop"
"17195",2004,"indie"
"17201",2004,"hip hop"
"17209",2004,"rock"
"17210",2004,"pop"
"17237",2006,"indie"
"17243",2006,"hip hop"
"17251",2006,"rock"
"17252",2006,"pop"
"17265",2004,"rock"
"17275",2004,"pop"
"17285",1982,"jazz"
"17291",1982,"rock"
"17299",1982,"pop"
"17355",1984,"pop"
"17360",1984,"rock"
"17380",1980,"pop"
"17385",1980,"rock"
"17405",1972,"pop"
"17410",1972,"rock"
"17430",1996,"pop"
"17435",1996,"rock"
"17455",1972,"pop"
"17460",1972,"rock"
"17494",1994,"rock"
"17504",1994,"indie"
"17505",1994,"pop"
"17511",2002,"rock"
"17521",2002,"indie"
"17522",2002,"pop"
"17528",1992,"rock"
"17538",1992,"indie"
"17539",1992,"pop"
"17545",2002,"rock"
"17555",2002,"indie"
"17556",2002,"pop"
"17562",1982,"rock"
"17572",1982,"indie"
"17573",1982,"pop"
"17579",1995,"rock"
"17589",1995,"indie"
"17590",1995,"pop"
"17596",2002,"rock"
"17606",2002,"indie"
"17607",2002,"pop"
"17618",1985,"jazz"
"17629",1985,"pop"
"17635",1985,"rock"
"17660",2004,"hip hop"
"17688",1993,"hip hop"
"17701",1993,"indie"
"17707",1993,"rock"
"17717",1993,"pop"
"17728",1996,"hip hop"
"17738",2000,"hip hop"
"17768",2001,"hip hop"
"17773",2001,"rock"
"17775",2001,"pop"
"17801",2009,"pop"
"17803",2009,"rock"
"17841",2008,"pop"
"17843",2008,"rock"
"17881",2006,"pop"
"17883",2006,"rock"
"17921",2009,"pop"
"17923",2009,"rock"
"17961",2005,"pop"
"17963",2005,"rock"
"18001",2010,"pop"
"18003",2010,"rock"
"18041",2004,"pop"
"18043",2004,"rock"
"18063",1980,"rock"
"18068",1980,"pop"
"18074",1980,"jazz"
"18081",1981,"rock"
"18086",1981,"pop"
"18092",1981,"jazz"
"18099",1978,"rock"
"18104",1978,"pop"
"18110",1978,"jazz"
"18143",2008,"pop"
"18149",2008,"indie"
"18151",2008,"rock"
"18161",2008,"hip hop"
"18165",2008,"jazz"
"18180",1997,"rock"
"18215",1995,"rock"
"18250",1998,"rock"
"18285",1999,"rock"
"18357",2009,"rock"
"18368",2009,"pop"
"18369",2008,"rock"
"18380",2008,"pop"
"18381",2005,"rock"
"18392",2005,"pop"
"18393",2002,"rock"
"18404",2002,"pop"
"18414",1992,"pop"
"18427",1992,"rock"
"18442",1992,"jazz"
"18458",1998,"pop"
"18471",1998,"rock"
"18486",1998,"jazz"
"18502",1997,"pop"
"18515",1997,"rock"
"18530",1997,"jazz"
"18539",2009,"rock"
"18540",2009,"hip hop"
"18544",2009,"pop"
"18551",2005,"pop"
"18556",2005,"hip hop"
"18563",2002,"rock"
"18575",2002,"pop"
"18576",2002,"jazz"
"18580",1956,"rock"
"18592",1956,"pop"
"18593",1956,"jazz"
"18597",1995,"rock"
"18609",1995,"pop"
"18610",1995,"jazz"
"18614",1956,"rock"
"18626",1956,"pop"
"18627",1956,"jazz"
"18641",2007,"indie"
"18658",2007,"rock"
"18684",2004,"indie"
"18701",2004,"rock"
"18727",2004,"indie"
"18744",2004,"rock"
"18788",1979,"rock"
"18792",1979,"pop"
"18801",2005,"hip hop"
"18808",2005,"jazz"
"18819",2005,"pop"
"18833",1991,"hip hop"
"18838",1991,"indie"
"18880",1991,"pop"
"18881",1991,"rock"
"18890",1996,"hip hop"
"18895",1996,"indie"
"18937",1996,"pop"
"18938",1996,"rock"
"18950",1997,"jazz"
"18964",1997,"indie"
"18971",1997,"pop"
"18984",1997,"rock"
"18999",1997,"jazz"
"19013",1997,"indie"
"19020",1997,"pop"
"19033",1997,"rock"
"19048",2007,"jazz"
"19062",2007,"indie"
"19069",2007,"pop"
"19082",2007,"rock"
"19097",2005,"jazz"
"19111",2005,"indie"
"19118",2005,"pop"
"19131",2005,"rock"
"19146",2002,"jazz"
"19160",2002,"indie"
"19167",2002,"pop"
"19180",2002,"rock"
"19195",1998,"jazz"
"19209",1998,"indie"
"19216",1998,"pop"
"19229",1998,"rock"
"19282",1977,"indie"
"19289",1977,"pop"
"19297",1977,"jazz"
"19298",1977,"rock"
"19328",1980,"indie"
"19335",1980,"pop"
"19343",1980,"jazz"
"19344",1980,"rock"
"19354",2008,"pop"
"19361",2006,"pop"
"19366",2006,"jazz"
"19392",2006,"rock"
"19400",2006,"hip hop"
"19469",2003,"pop"
"19475",2003,"indie"
"19484",2003,"rock"
"19486",2003,"hip hop"
"19509",2004,"indie"
"19512",2004,"rock"
"19522",2004,"indie"
"19525",2004,"rock"
"19535",1996,"jazz"
"19536",1996,"rock"
"19556",1996,"pop"
"19575",2002,"jazz"
"19576",2002,"rock"
"19596",2002,"pop"
"19611",1982,"hip hop"
"19633",1982,"jazz"
"19639",1982,"rock"
"19648",1982,"pop"
"19658",2006,"hip hop"
"19680",2006,"jazz"
"19686",2006,"rock"
"19695",2006,"pop"
"19703",2005,"indie"
"19712",2005,"rock"
"19736",1998,"indie"
"19745",1998,"rock"
"19769",1998,"indie"
"19778",1998,"rock"
"19802",1996,"indie"
"19811",1996,"rock"
"19835",2000,"indie"
"19844",2000,"rock"
"19868",2001,"indie"
"19877",2001,"rock"
"19904",2005,"jazz"
"19913",2005,"rock"
"19917",1996,"hip hop"
"19923",1996,"rock"
"19939",1996,"jazz"
"19941",1996,"pop"
"19944",1991,"hip hop"
"19950",1991,"rock"
"19966",1991,"jazz"
"19968",1991,"pop"
"19971",1998,"hip hop"
"19977",1998,"rock"
"19993",1998,"jazz"
"19995",1998,"pop"
"20044",2006,"rock"
"20049",2006,"pop"
"20053",1970,"pop"
"20061",1970,"rock"
"20091",1970,"jazz"
"20099",1969,"pop"
"20107",1969,"rock"
"20137",1969,"jazz"
"20145",1969,"pop"
"20153",1969,"rock"
"20183",1969,"jazz"
"20197",1998,"pop"
"20215",1998,"jazz"
"20230",1992,"pop"
"20239",1992,"rock"
"20270",2003,"rock"
"20274",2003,"jazz"
"20277",2003,"pop"
"20297",2003,"rock"
"20301",2003,"jazz"
"20304",2003,"pop"
"20324",2005,"rock"
"20328",2005,"jazz"
"20331",2005,"pop"
"20351",2003,"rock"
"20355",2003,"jazz"
"20358",2003,"pop"
"20378",2009,"rock"
"20382",2009,"jazz"
"20385",2009,"pop"
"20392",2005,"hip hop"
"20414",2007,"rock"
"20429",2007,"rock"
"20436",2006,"pop"
"20439",2006,"indie"
"20449",2006,"hip hop"
"20456",2006,"jazz"
"20475",2006,"rock"
"20496",2000,"jazz"
"20562",2003,"rock"
"20586",2003,"rock"
"20597",2006,"pop"
"20599",2006,"rock"
"20610",2006,"jazz"
"20626",2006,"indie"
"20644",2009,"pop"
"20646",2009,"rock"
"20657",2009,"jazz"
"20673",2009,"indie"
"20700",1995,"jazz"
"20711",1995,"rock"
"20739",1997,"hip hop"
"20767",1997,"pop"
"20770",1997,"indie"
"20774",1997,"rock"
"20775",1997,"jazz"
"20788",1992,"hip hop"
"20816",1992,"pop"
"20819",1992,"indie"
"20823",1992,"rock"
"20824",1992,"jazz"
"20837",2005,"hip hop"
"20865",2005,"pop"
"20868",2005,"indie"
"20872",2005,"rock"
"20873",2005,"jazz"
"20886",1992,"hip hop"
"20914",1992,"pop"
"20917",1992,"indie"
"20921",1992,"rock"
"20922",1992,"jazz"
"20951",1997,"rock"
"20977",2007,"indie"
"20994",2007,"indie"
"20998",1990,"jazz"
"21026",2001,"pop"
"21037",2001,"hip hop"
"21040",2001,"indie"
"21055",2001,"jazz"
"21073",1979,"pop"
"21084",1979,"hip hop"
"21087",1979,"indie"
"21102",1979,"jazz"
"21110",1992,"pop"
"21113",1992,"rock"
"21126",1991,"rock"
"21137",1991,"jazz"
"21151",1995,"rock"
"21162",1995,"jazz"
"21176",2001,"rock"
"21187",2001,"jazz"
"21201",1954,"rock"
"21212",1954,"jazz"
"21220",2008,"hip hop"
"21226",2008,"pop"
"21240",2003,"indie"
"21243",2003,"jazz"
"21244",2003,"rock"
"21247",2003,"pop"
"21270",1997,"indie"
"21273",1997,"jazz"
"21274",1997,"rock"
"21277",1997,"pop"
"21300",1997,"indie"
"21303",1997,"jazz"
"21304",1997,"rock"
"21307",1997,"pop"
"21330",1996,"indie"
"21333",1996,"jazz"
"21334",1996,"rock"
"21337",1996,"pop"
"21389",2003,"indie"
"21392",2003,"pop"
"21403",2003,"hip hop"
"21409",2003,"jazz"
"21417",2003,"rock"
"21426",2006,"hip hop"
"21447",2005,"hip hop"
"21468",2006,"hip hop"
"21499",1991,"hip hop"
"21505",1991,"indie"
"21511",1991,"jazz"
"21523",1991,"rock"
"21531",1991,"pop"
"21546",1984,"hip hop"
"21552",1984,"indie"
"21558",1984,"jazz"
"21570",1984,"rock"
"21578",1984,"pop"
"21593",1992,"hip hop"
"21599",1992,"indie"
"21605",1992,"jazz"
"21617",1992,"rock"
"21625",1992,"pop"
"21633",2002,"indie"
"21651",2002,"rock"
"21684",1997,"pop"
"21688",1997,"rock"
"21690",1997,"jazz"
"21721",1975,"pop"
"21725",1975,"rock"
"21727",1975,"jazz"
"21758",1978,"pop"
"21762",1978,"rock"
"21764",1978,"jazz"
"21768",2001,"jazz"
"21780",2001,"rock"
"21806",2001,"jazz"
"21818",2001,"rock"
"21844",2005,"jazz"
"21856",2005,"rock"
"21882",2001,"jazz"
"21894",2001,"rock"
"21920",1967,"rock"
"21923",1967,"hip hop"
"21955",1967,"pop"
"21962",1967,"jazz"
"21968",2006,"hip hop"
"21974",2006,"jazz"
"21988",2006,"rock"
"21996",2006,"pop"
"21999",2006,"hip hop"
"22022",1994,"rock"
"22030",1994,"pop"
"22033",1994,"hip hop"
"22056",2004,"rock"
"22064",2004,"pop"
"22067",2004,"hip hop"
"22102",2002,"jazz"
"22109",2002,"hip hop"
"22115",2002,"rock"
"22116",2002,"indie"
"22125",2008,"indie"
"22132",1987,"jazz"
"22137",1987,"indie"
"22141",1987,"hip hop"
"22143",1987,"pop"
"22152",1987,"rock"
"22184",2007,"pop"
"22185",2007,"rock"
"22195",2007,"hip hop"
"22217",2007,"pop"
"22218",2007,"rock"
"22228",2007,"hip hop"
"22254",1996,"hip hop"
"22261",1996,"rock"
"22277",1996,"jazz"
"22279",1996,"pop"
"22300",1981,"hip hop"
"22307",1981,"rock"
"22323",1981,"jazz"
"22325",1981,"pop"
"22346",1996,"hip hop"
"22353",1996,"rock"
"22369",1996,"jazz"
"22371",1996,"pop"
"22392",2009,"hip hop"
"22399",2009,"rock"
"22415",2009,"jazz"
"22417",2009,"pop"
"22438",1981,"hip hop"
"22445",1981,"rock"
"22461",1981,"jazz"
"22463",1981,"pop"
"22484",1983,"hip hop"
"22491",1983,"rock"
"22507",1983,"jazz"
"22509",1983,"pop"
"22528",1993,"hip hop"
"22542",1993,"hip hop"
"22556",2003,"hip hop"
"22570",2003,"hip hop"
"22578",1991,"rock"
"22584",1991,"pop"
"22594",1991,"indie"
"22602",1992,"jazz"
"22624",1992,"rock"
"22641",1996,"rock"
"22653",1996,"hip hop"
"22667",1996,"pop"
"22687",1994,"rock"
"22699",1994,"hip hop"
"22713",1994,"pop"
"22733",2005,"rock"
"22745",2005,"hip hop"
"22759",2005,"pop"
"22779",1996,"rock"
"22791",1996,"hip hop"
"22805",1996,"pop"
"22813",2002,"pop"
"22823",2002,"rock"
"22833",2000,"pop"
"22843",2000,"rock"
"22855",1990,"jazz"
"22872",1990,"rock"
"22879",1990,"jazz"
"22896",1990,"rock"
"22899",1973,"rock"
"22905",1973,"pop"
"22907",1973,"hip hop"
"22908",1973,"jazz"
"22948",2003,"indie"
"22969",2003,"rock"
"22990",2005,"pop"
"22995",2005,"hip hop"
"22996",2005,"jazz"
"23001",2005,"rock"
"23021",2001,"rock"
"23049",2001,"rock"
"23063",1997,"hip hop"
"23083",1997,"rock"
"23101",1997,"pop"
"23106",1997,"jazz"
"23116",2002,"rock"
"23122",2002,"jazz"
"23136",2002,"indie"
"23138",2002,"pop"
"23153",2005,"rock"
"23159",2005,"jazz"
"23173",2005,"indie"
"23175",2005,"pop"
"23190",1965,"rock"
"23196",1965,"jazz"
"23210",1965,"indie"
"23212",1965,"pop"
"23235",2004,"rock"
"23247",2004,"pop"
"23249",2004,"indie"
"23278",2004,"rock"
"23290",2004,"pop"
"23292",2004,"indie"
"23321",2004,"rock"
"23333",2004,"pop"
"23335",2004,"indie"
"23364",2006,"rock"
"23376",2006,"pop"
"23378",2006,"indie"
"23407",2002,"rock"
"23419",2002,"pop"
"23421",2002,"indie"
"23442",2000,"pop"
"23444",2000,"rock"
"23446",2000,"indie"
"23455",1996,"pop"
"23457",1996,"rock"
"23459",1996,"indie"
"23468",1996,"pop"
"23470",1996,"rock"
"23472",1996,"indie"
"23477",2007,"indie"
"23482",2007,"rock"
"23496",1990,"jazz"
"23499",1990,"rock"
"23530",1990,"pop"
"23536",1990,"hip hop"
"23574",2007,"hip hop"
"23596",2009,"hip hop"
"23634",2009,"hip hop"
"23659",1994,"pop"
"23698",2000,"jazz"
"23718",2000,"pop"
"23734",2005,"hip hop"
"23751",2005,"hip hop"
"23769",2009,"indie"
"23774",2009,"pop"
"23776",2009,"rock"
"23789",2001,"indie"
"23794",2001,"pop"
"23796",2001,"rock"
"23809",2004,"indie"
"23814",2004,"pop"
"23816",2004,"rock"
"23829",2002,"indie"
"23834",2002,"pop"
"23836",2002,"rock"
"23841",1998,"rock"
"23852",1998,"jazz"
"23856",1998,"rock"
"23867",1998,"jazz"
"23871",1998,"rock"
"23882",1998,"jazz"
"23886",1998,"rock"
"23897",1998,"jazz"
"23901",2006,"pop"
"23903",2006,"jazz"
"23905",2006,"rock"
"23912",2006,"hip hop"
"23929",2006,"pop"
"23931",2006,"jazz"
"23933",2006,"rock"
"23940",2006,"hip hop"
"23957",2003,"pop"
"23959",2003,"jazz"
"23961",2003,"rock"
"23968",2003,"hip hop"
"23985",2007,"pop"
"23987",2007,"jazz"
"23989",2007,"rock"
"23996",2007,"hip hop"
"24013",2003,"pop"
"24015",2003,"jazz"
"24017",2003,"rock"
"24024",2003,"hip hop"
"24041",2008,"pop"
"24043",2008,"jazz"
"24045",2008,"rock"
"24052",2008,"hip hop"
"24069",2005,"pop"
"24071",2005,"jazz"
"24073",2005,"rock"
"24080",2005,"hip hop"
"24099",2003,"indie"
"24107",2003,"pop"
"24109",2003,"rock"
"24120",2003,"indie"
"24128",2003,"pop"
"24130",2003,"rock"
"24141",2009,"indie"
"24149",2009,"pop"
"24151",2009,"rock"
"24162",2003,"indie"
"24170",2003,"pop"
"24172",2003,"rock"
"24183",2000,"indie"
"24191",2000,"pop"
"24193",2000,"rock"
"24204",1999,"indie"
"24212",1999,"pop"
"24214",1999,"rock"
"24225",2009,"indie"
"24233",2009,"pop"
"24235",2009,"rock"
"24248",2007,"rock"
"24254",2007,"jazz"
"24269",2007,"rock"
"24275",2007,"jazz"
"24293",2006,"rock"
"24303",2006,"pop"
"24320",2006,"rock"
"24330",2006,"pop"
"24343",1987,"indie"
"24369",1987,"jazz"
"24375",1987,"rock"
"24388",1989,"indie"
"24414",1989,"jazz"
"24420",1989,"rock"
"24435",2006,"jazz"
"24436",2006,"rock"
"24456",2006,"pop"
"24480",1993,"jazz"
"24481",1993,"rock"
"24501",1993,"pop"
"24525",1993,"jazz"
"24526",1993,"rock"
"24546",1993,"pop"
"24570",1983,"jazz"
"24571",1983,"rock"
"24591",1983,"pop"
"24615",1999,"jazz"
"24616",1999,"rock"
"24636",1999,"pop"
"24660",1983,"jazz"
"24661",1983,"rock"
"24681",1983,"pop"
"24708",1994,"pop"
"24717",1994,"jazz"
"24727",1994,"rock"
"24745",2004,"hip hop"
"24750",1968,"rock"
"24767",1968,"jazz"
"24794",2006,"rock"
"24795",2006,"indie"
"24811",1982,"pop"
"24812",1982,"rock"
"24822",1984,"pop"
"24823",1984,"rock"
"24833",1998,"pop"
"24834",1998,"rock"
"24844",2009,"pop"
"24845",2009,"rock"
"24855",2006,"pop"
"24856",2006,"rock"
"24866",1982,"pop"
"24867",1982,"rock"
"24877",1983,"pop"
"24878",1983,"rock"
"24915",2002,"pop"
"24916",2002,"indie"
"24930",2002,"rock"
"24932",2004,"indie"
"24939",2004,"pop"
"24955",2004,"rock"
"24961",2008,"hip hop"
"24972",2008,"jazz"
"24975",2008,"rock"
"25005",1992,"hip hop"
"25016",1992,"jazz"
"25019",1992,"rock"
"25049",1992,"hip hop"
"25060",1992,"jazz"
"25063",1992,"rock"
"25093",1993,"hip hop"
"25104",1993,"jazz"
"25107",1993,"rock"
"25137",1991,"hip hop"
"25148",1991,"jazz"
"25151",1991,"rock"
"25181",2003,"indie"
"25185",2003,"jazz"
"25195",2003,"pop"
"25198",2002,"indie"
"25202",2002,"jazz"
"25212",2002,"pop"
"25215",2003,"indie"
"25219",2003,"jazz"
"25229",2003,"pop"
"25232",2001,"indie"
"25236",2001,"jazz"
"25246",2001,"pop"
"25249",2001,"indie"
"25253",2001,"jazz"
"25263",2001,"pop"
"25274",1990,"pop"
"25281",1990,"rock"
"25293",2001,"pop"
"25295",2001,"rock"
"25296",2001,"indie"
"25298",2001,"hip hop"
"25323",2001,"jazz"
"25335",2005,"indie"
"25338",2005,"pop"
"25340",2005,"rock"
"25359",2002,"indie"
"25362",2002,"pop"
"25364",2002,"rock"
"25383",2005,"indie"
"25386",2005,"pop"
"25388",2005,"rock"
"25400",2008,"jazz"
"25413",2008,"indie"
"25421",2008,"rock"
"25424",2001,"jazz"
"25437",2001,"indie"
"25445",2001,"rock"
"25447",2007,"pop"
"25478",2007,"pop"
"25509",2009,"pop"
"25540",2009,"pop"
"25571",2009,"hip hop"
"25595",1963,"pop"
"25596",1963,"jazz"
"25613",1963,"rock"
"25621",1963,"pop"
"25622",1963,"jazz"
"25639",1963,"rock"
"25648",1973,"hip hop"
"25658",1973,"rock"
"25670",1974,"jazz"
"25682",1974,"rock"
"25691",1974,"pop"
"25728",2008,"rock"
"25756",2004,"pop"
"25774",1996,"rock"
"25778",1996,"pop"
"25793",1998,"rock"
"25797",1998,"pop"
"25812",1996,"rock"
"25816",1996,"pop"
"25831",2010,"rock"
"25835",2010,"pop"
"25856",1989,"pop"
"25928",1995,"rock"
"25959",2000,"rock"
"25982",2004,"rock"
"25984",2004,"pop"
"25988",2004,"hip hop"
"25998",2004,"rock"
"26000",2004,"pop"
"26004",2004,"hip hop"
"26013",2005,"pop"
"26026",2005,"jazz"
"26038",2005,"rock"
"26045",2005,"hip hop"
"26054",1995,"jazz"
"26086",2008,"rock"
"26111",2008,"rock"
"26134",1999,"jazz"
"26148",2006,"jazz"
"26171",2001,"rock"
"26189",2009,"rock"
"26209",1995,"rock"
"26221",1995,"pop"
"26228",1995,"rock"
"26240",1995,"pop"
"26247",1998,"rock"
"26259",1998,"pop"
"26266",2001,"rock"
"26278",2001,"pop"
"26285",1997,"rock"
"26297",1997,"pop"
"26304",1998,"rock"
"26316",1998,"pop"
"26323",2009,"rock"
"26335",2009,"pop"
"26342",1998,"rock"
"26354",1998,"pop"
"26361",2001,"rock"
"26373",2001,"pop"
"26400",1997,"jazz"
"26417",1987,"pop"
"26418",1987,"indie"
"26421",1987,"jazz"
"26434",1987,"rock"
"26440",1989,"pop"
"26441",1989,"indie"
"26444",1989,"jazz"
"26457",1989,"rock"
"26463",1989,"pop"
"26464",1989,"indie"
"26467",1989,"jazz"
"26480",1989,"rock"
"26485",2008,"pop"
"26487",2008,"rock"
"26501",2008,"indie"
"26519",2004,"pop"
"26531",2004,"rock"
"26547",2004,"jazz"
"26561",2002,"pop"
"26573",2002,"rock"
"26589",2002,"jazz"
"26600",2000,"pop"
